task,vri_id,mi_number,mi_modification,mi_manufactureYear,mi_Owner_name,org_title,mitypeTitle,mitypeType,mitypeNumber,vriType,result_doc_type,result_docnum,mitypeURL
"Манометры, поверенные в ЦАГИ",1114427980,40828,МО,,,ФГУП ...,Маном...,МО,490-50,Без статуса,Извещение о непригодности,П.5.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/360574
"Манометры, поверенные в ЦАГИ",1114431052,1553986,ОБМ1-...,,,ФГУП ...,Маном...,ОБМ1-...,1778-63,Без статуса,Извещение о непригодности,б/н,https://fgis.gost.ru/fundmetrology/registry/4/items/318127
"Манометры, поверенные в ЦАГИ",1114479664,40834,МО,,,ФГУП ...,Маном...,МО,490-50,Без статуса,Извещение о непригодности,П.5.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/360574
"Манометры, поверенные в ЦАГИ",1114485306,2169406,МТП-1...,,,ФГУП ...,Маном...,МТП-1...,3255-72,Без статуса,Извещение о непригодности,б/н,https://fgis.gost.ru/fundmetrology/registry/4/items/340926
"Манометры, поверенные в ЦАГИ",1114485307,354475,ЭКМ-1...,,,ФГУП ...,Маном...,ЭКМ-1...,4041-74,Без статуса,Извещение о непригодности,б/н,https://fgis.gost.ru/fundmetrology/registry/4/items/350545
"Манометры, поверенные в ЦАГИ",1114485308,46954,ЭКМ-1...,,,ФГУП ...,Маном...,ЭКМ-1...,4041-74,Без статуса,Извещение о непригодности,б/н,https://fgis.gost.ru/fundmetrology/registry/4/items/350545
"Манометры, поверенные в ЦАГИ",1114485309,220396,ОБМ1-...,,,ФГУП ...,Маном...,ОБМ1-...,1784-63,Без статуса,Извещение о непригодности,б/н,https://fgis.gost.ru/fundmetrology/registry/4/items/318216
"Манометры, поверенные в ЦАГИ",1114498654,85,МТ,,,ФГУП ...,Маном...,МТ,3383-72,Без статуса,Извещение о непригодности,б/н,https://fgis.gost.ru/fundmetrology/registry/4/items/342541
"Манометры, поверенные в ЦАГИ",1114498655,075МН...,МП-10...,,,ФГУП ...,Маном...,МП-10...,4627-75,Без статуса,Извещение о непригодности,б/н,https://fgis.gost.ru/fundmetrology/registry/4/items/357300
"Манометры, поверенные в ЦАГИ",1114498656,416,МТ,,,ФГУП ...,Маном...,МТ,3383-72,Без статуса,Извещение о непригодности,б/н,https://fgis.gost.ru/fundmetrology/registry/4/items/342541
"Манометры, поверенные в ЦАГИ",1114498657,716,МТ,,,ФГУП ...,Маном...,МТ,3383-72,Без статуса,Извещение о непригодности,б/н,https://fgis.gost.ru/fundmetrology/registry/4/items/342541
"Манометры, поверенные в ЦАГИ",1114537294,б/н3,МП3-У...,,,ФГУП ...,Маном...,МП3-У...,10135-88,Без статуса,Извещение о непригодности,б/н,https://fgis.gost.ru/fundmetrology/registry/4/items/304273
"Манометры, поверенные в ЦАГИ",1114537295,694320,МТП-1...,,,ФГУП ...,Маном...,МТП-1...,3255-72,Без статуса,Извещение о непригодности,б/н,https://fgis.gost.ru/fundmetrology/registry/4/items/340926
"Манометры, поверенные в ЦАГИ",1114537296,1521743,МТП-1...,,,ФГУП ...,Маном...,МТП-1...,3255-72,Без статуса,Извещение о непригодности,б/н,https://fgis.gost.ru/fundmetrology/registry/4/items/340926
"Манометры, поверенные в ЦАГИ",1114537297,1674430,МТП-1...,,,ФГУП ...,Маном...,МТП-1...,3255-72,Без статуса,Извещение о непригодности,б/н,https://fgis.gost.ru/fundmetrology/registry/4/items/340926
"Манометры, поверенные в ЦАГИ",1114642355,1709056,МТП-1...,,,ФГУП ...,Маном...,МТП-1...,3255-72,Без статуса,Извещение о непригодности,б/н,https://fgis.gost.ru/fundmetrology/registry/4/items/340926
"Манометры, поверенные в ЦАГИ",1114642356,1709049,МТП-1...,,,ФГУП ...,Маном...,МТП-1...,3255-72,Без статуса,Извещение о непригодности,б/н,https://fgis.gost.ru/fundmetrology/registry/4/items/340926
"Манометры, поверенные в ЦАГИ",1114642357,136921,ЭКМ-1...,,,ФГУП ...,Маном...,ЭКМ-1...,4041-74,Без статуса,Извещение о непригодности,б/н,https://fgis.gost.ru/fundmetrology/registry/4/items/350545
"Манометры, поверенные в ЦАГИ",1114650608,65236,МО и ВО,,,ФГУП ...,Маном...,МО и ВО,20680-07,Без статуса,Извещение о непригодности,П.5.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/323270
"Манометры, поверенные в ЦАГИ",1114656250,1016,МТ,,,ФГУП ...,Маном...,МТ,3383-72,Без статуса,Извещение о непригодности,б/н,https://fgis.gost.ru/fundmetrology/registry/4/items/342541
"Манометры, поверенные в ЦАГИ",1114656251,662,МТ,,,ФГУП ...,Маном...,МТ,3383-72,Без статуса,Извещение о непригодности,б/н,https://fgis.gost.ru/fundmetrology/registry/4/items/342541
"Манометры, поверенные в ЦАГИ",1114701737,996710,ОБМ1-...,,,ФГУП ...,Маном...,ОБМ1-...,1784-63,Без статуса,Извещение о непригодности,б/н,https://fgis.gost.ru/fundmetrology/registry/4/items/318216
"Манометры, поверенные в ЦАГИ",1114701738,2547554,МТП-1...,,,ФГУП ...,Маном...,МТП-1...,3255-72,Без статуса,Извещение о непригодности,б/н,https://fgis.gost.ru/fundmetrology/registry/4/items/340926
"Манометры, поверенные в ЦАГИ",1114748242,475771,ЭКМ-1...,,,ФГУП ...,Маном...,ЭКМ-1...,4041-74,Без статуса,Извещение о непригодности,б/н,https://fgis.gost.ru/fundmetrology/registry/4/items/350545
"Манометры, поверенные в ЦАГИ",1114748243,41039,ЭКМ-1...,,,ФГУП ...,Маном...,ЭКМ-1...,4041-74,Без статуса,Извещение о непригодности,б/н,https://fgis.gost.ru/fundmetrology/registry/4/items/350545
"Манометры, поверенные в ЦАГИ",1114748245,14432,ЭКМ-1...,,,ФГУП ...,Маном...,ЭКМ-1...,4041-74,Без статуса,Извещение о непригодности,б/н,https://fgis.gost.ru/fundmetrology/registry/4/items/350545
"Манометры, поверенные в ЦАГИ",1114749791,14989,ЭКМ-1...,,,ФГУП ...,Маном...,ЭКМ-1...,4041-74,Без статуса,Извещение о непригодности,б/н,https://fgis.gost.ru/fundmetrology/registry/4/items/350545
"Манометры, поверенные в ЦАГИ",1114754621,552517,АМУ-1...,,,ФГУП ...,Маном...,АМУ-1...,3772-73,Без статуса,Извещение о непригодности,б/н,https://fgis.gost.ru/fundmetrology/registry/4/items/347326
"Манометры, поверенные в ЦАГИ",1114754622,478687,ЭКМ-1...,,,ФГУП ...,Маном...,ЭКМ-1...,4041-74,Без статуса,Извещение о непригодности,,https://fgis.gost.ru/fundmetrology/registry/4/items/350545
"Манометры, поверенные в ЦАГИ",1114754623,1,"ТМ, Т...",,,ФГУП ...,Маном...,"ТМ, Т...",25913-03,Без статуса,Извещение о непригодности,б/н,https://fgis.gost.ru/fundmetrology/registry/4/items/331772
"Манометры, поверенные в ЦАГИ",1114791719,б/н-37,"ТМ, Т...",,,ФГУП ...,Маном...,"ТМ, Т...",25913-08,Без статуса,Извещение о непригодности,б/н,https://fgis.gost.ru/fundmetrology/registry/4/items/331774
"Манометры, поверенные в ЦАГИ",1114898499,63406,МО и ВО,,,ФГУП ...,Маном...,МО и ВО,20680-07,Без статуса,Извещение о непригодности,П.5.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/323270
"Манометры, поверенные в ЦАГИ",1114907278,144476,ЭКМ-1...,,,ФГУП ...,Маном...,ЭКМ-1...,4041-74,Без статуса,Извещение о непригодности,б/н,https://fgis.gost.ru/fundmetrology/registry/4/items/350545
"Манометры, поверенные в ЦАГИ",1114907279,1740679,ОБМ1-...,,,ФГУП ...,Маном...,ОБМ1-...,1784-63,Без статуса,Извещение о непригодности,б/н,https://fgis.gost.ru/fundmetrology/registry/4/items/318216
"Манометры, поверенные в ЦАГИ",1114907280,1082383,ОБМ1-...,,,ФГУП ...,Маном...,ОБМ1-...,1784-63,Без статуса,Извещение о непригодности,б/н,https://fgis.gost.ru/fundmetrology/registry/4/items/318216
"Манометры, поверенные в ЦАГИ",1114907281,476176,ЭКМ-1...,,,ФГУП ...,Маном...,ЭКМ-1...,4041-74,Без статуса,Извещение о непригодности,б/н,https://fgis.gost.ru/fundmetrology/registry/4/items/350545
"Манометры, поверенные в ЦАГИ",1114913504,2,"ТМ, Т...",,,ФГУП ...,Маном...,"ТМ, Т...",25913-03,Без статуса,Извещение о непригодности,,https://fgis.gost.ru/fundmetrology/registry/4/items/331772
"Манометры, поверенные в ЦАГИ",1114913505,2178101,МТП-1...,,,ФГУП ...,Маном...,МТП-1...,3255-72,Без статуса,Извещение о непригодности,б/н,https://fgis.gost.ru/fundmetrology/registry/4/items/340926
"Манометры, поверенные в ЦАГИ",1114947566,29989,МО и ВО,,,ФГУП ...,Маном...,МО и ВО,20680-07,Без статуса,Извещение о непригодности,П.5.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/323270
"Манометры, поверенные в ЦАГИ",1114947567,363,МО и ВО,,,ФГУП ...,Маном...,МО и ВО,20680-07,Без статуса,Извещение о непригодности,П.5.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/323270
"Манометры, поверенные в ЦАГИ",1114947568,62728,"МТИ, ВТИ",,,ФГУП ...,Маном...,"МТИ, ВТИ",1844-63,Без статуса,Извещение о непригодности,П.5.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/319374
"Манометры, поверенные в ЦАГИ",1114947569,101111,"МТИ, ВТИ",,,ФГУП ...,Маном...,"МТИ, ВТИ",1844-63,Без статуса,Извещение о непригодности,П.5.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/319374
"Манометры, поверенные в ЦАГИ",1114953660,54500,МО,,,ФГУП ...,Маном...,МО,490-50,Без статуса,Извещение о непригодности,П.5.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/360574
"Манометры, поверенные в ЦАГИ",1114953661,54507,МО,,,ФГУП ...,Маном...,МО,490-50,Без статуса,Извещение о непригодности,П.5.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/360574
"Манометры, поверенные в ЦАГИ",1114953662,54554,МО,,,ФГУП ...,Маном...,МО,490-50,Без статуса,Извещение о непригодности,П.5.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/360574
"Манометры, поверенные в ЦАГИ",1114953663,54635,МО,,,ФГУП ...,Маном...,МО,490-50,Без статуса,Извещение о непригодности,П.5.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/360574
"Манометры, поверенные в ЦАГИ",1114959308,475830,ЭКМ-1...,,,ФГУП ...,Маном...,ЭКМ-1...,4041-74,Без статуса,Извещение о непригодности,б/н,https://fgis.gost.ru/fundmetrology/registry/4/items/350545
"Манометры, поверенные в ЦАГИ",1114959309,59673,ЭКМ-1...,,,ФГУП ...,Маном...,ЭКМ-1...,4041-74,Без статуса,Извещение о непригодности,б/н,https://fgis.gost.ru/fundmetrology/registry/4/items/350545
"Манометры, поверенные в ЦАГИ",1114959310,144447,ЭКМ-1...,,,ФГУП ...,Маном...,ЭКМ-1...,4041-74,Без статуса,Извещение о непригодности,б/н,https://fgis.gost.ru/fundmetrology/registry/4/items/350545
"Манометры, поверенные в ЦАГИ",1114959311,144398,ЭКМ-1...,,,ФГУП ...,Маном...,ЭКМ-1...,4041-74,Без статуса,Извещение о непригодности,,https://fgis.gost.ru/fundmetrology/registry/4/items/350545
"Манометры, поверенные в ЦАГИ",1114959312,271033,ЭКМ-1...,,,ФГУП ...,Маном...,ЭКМ-1...,4041-74,Без статуса,Извещение о непригодности,б/н,https://fgis.gost.ru/fundmetrology/registry/4/items/350545
"Манометры, поверенные в ЦАГИ",1114967905,1с,МДМ,,,ФГУП ...,Маном...,МДМ,44953-10,Без статуса,Извещение о непригодности,б/н,https://fgis.gost.ru/fundmetrology/registry/4/items/355874
"Манометры, поверенные в ЦАГИ",1114967906,3270,МКВ-2...,,,ФГУП ...,Микро...,МКВ-2...,968-74,Без статуса,Извещение о непригодности,П.5.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/388656
"Манометры, поверенные в ЦАГИ",1114967907,9836,МКВ-2...,,,ФГУП ...,Микро...,МКВ-2...,968-74,Без статуса,Извещение о непригодности,П.5.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/388656
"Манометры, поверенные в ЦАГИ",1115005991,55756,МО,,,ФГУП ...,Маном...,МО,490-50,Без статуса,Извещение о непригодности,П.5.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/360574
"Манометры, поверенные в ЦАГИ",1115005992,56045,МО,,,ФГУП ...,Маном...,МО,490-50,Без статуса,Извещение о непригодности,П.5.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/360574
"Манометры, поверенные в ЦАГИ",1115005993,57487,МО,,,ФГУП ...,Маном...,МО,490-50,Без статуса,Извещение о непригодности,П.5.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/360574
"Манометры, поверенные в ЦАГИ",1115020051,2с,МДМ,,,ФГУП ...,Маном...,МДМ,44953-10,Без статуса,Извещение о непригодности,б/н,https://fgis.gost.ru/fundmetrology/registry/4/items/355874
"Манометры, поверенные в ЦАГИ",1115051766,95303,"МТИ, ВТИ",,,ФГУП ...,Маном...,"МТИ, ВТИ",1844-63,Без статуса,Извещение о непригодности,П.5.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/319374
"Манометры, поверенные в ЦАГИ",1115051767,26466,"МТП, ...",,,ФГУП ...,Маном...,"МТП, ...",3255-88,Без статуса,Извещение о непригодности,П.5.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/340930
"Манометры, поверенные в ЦАГИ",1115051770,962683,"МТП, ...",,,ФГУП ...,Маном...,"МТП, ...",3255-88,Без статуса,Извещение о непригодности,П.5.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/340930
"Манометры, поверенные в ЦАГИ",1115157245,68962,МО и ВО,,,ФГУП ...,Маном...,МО и ВО,20680-07,Без статуса,Извещение о непригодности,П.5.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/323270
"Манометры, поверенные в ЦАГИ",1115157246,81495,МО и ВО,,,ФГУП ...,Маном...,МО и ВО,20680-07,Без статуса,Извещение о непригодности,П.5.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/323270
"Манометры, поверенные в ЦАГИ",1115160558,63025,МО,,,ФГУП ...,Маном...,МО,490-50,Без статуса,Извещение о непригодности,П.5.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/360574
"Манометры, поверенные в ЦАГИ",1115160559,71194,МО,,,ФГУП ...,Маном...,МО,490-50,Без статуса,Извещение о непригодности,П.5.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/360574
"Манометры, поверенные в ЦАГИ",1115160560,198,МО,,,ФГУП ...,Маном...,МО,490-50,Без статуса,Извещение о непригодности,П.5.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/360574
"Манометры, поверенные в ЦАГИ",1115160561,57589,МО,,,ФГУП ...,Маном...,МО,490-50,Без статуса,Извещение о непригодности,П.5.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/360574
"Манометры, поверенные в ЦАГИ",1115160562,56035,МО,,,ФГУП ...,Маном...,МО,490-50,Без статуса,Извещение о непригодности,П.5.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/360574
"Манометры, поверенные в ЦАГИ",1115166253,273809,ЭКМ-1...,,,ФГУП ...,Маном...,ЭКМ-1...,4041-74,Без статуса,Извещение о непригодности,б/н,https://fgis.gost.ru/fundmetrology/registry/4/items/350545
"Манометры, поверенные в ЦАГИ",1115166254,41238,ЭКМ-1...,,,ФГУП ...,Маном...,ЭКМ-1...,4041-74,Без статуса,Извещение о непригодности,б/н,https://fgis.gost.ru/fundmetrology/registry/4/items/350545
"Манометры, поверенные в ЦАГИ",1115206308,10113,МО и ВО,,,ФГУП ...,Маном...,МО и ВО,5768-67,Без статуса,Извещение о непригодности,П.5.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/370584
"Манометры, поверенные в ЦАГИ",1115206309,85922,МО и ВО,,,ФГУП ...,Маном...,МО и ВО,20680-07,Без статуса,Извещение о непригодности,П.5.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/323270
"Манометры, поверенные в ЦАГИ",1115206310,13658,МО и ВО,,,ФГУП ...,Маном...,МО и ВО,20680-07,Без статуса,Извещение о непригодности,П.5.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/323270
"Манометры, поверенные в ЦАГИ",1115206311,16259,МО и ВО,,,ФГУП ...,Маном...,МО и ВО,20680-07,Без статуса,Извещение о непригодности,П.5.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/323270
"Манометры, поверенные в ЦАГИ",1115212283,8409,МО,,,ФГУП ...,Маном...,МО,490-50,Без статуса,Извещение о непригодности,П.5.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/360574
"Манометры, поверенные в ЦАГИ",1115212284,1253,МО,,,ФГУП ...,Маном...,МО,490-50,Без статуса,Извещение о непригодности,П.5.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/360574
"Манометры, поверенные в ЦАГИ",1115309699,21512,МО и ВО,,,ФГУП ...,Маном...,МО и ВО,20680-07,Без статуса,Извещение о непригодности,П.5.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/323270
"Манометры, поверенные в ЦАГИ",1115309700,13490,МО и ВО,,,ФГУП ...,Маном...,МО и ВО,20680-07,Без статуса,Извещение о непригодности,П.5.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/323270
"Манометры, поверенные в ЦАГИ",1115309701,1674661,ОБМ1-...,,,ФГУП ...,Маном...,ОБМ1-...,1784-63,Без статуса,Извещение о непригодности,П.5.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/318216
"Манометры, поверенные в ЦАГИ",1115309702,87199,МО и ВО,,,ФГУП ...,Маном...,МО и ВО,20680-07,Без статуса,Извещение о непригодности,П.5.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/323270
"Манометры, поверенные в ЦАГИ",1115319593,2288882,МТП-1...,,,ФГУП ...,Маном...,МТП-1...,3255-72,Без статуса,Извещение о непригодности,б/н,https://fgis.gost.ru/fundmetrology/registry/4/items/340926
"Манометры, поверенные в ЦАГИ",1115319594,1632691,АМУ-1...,,,ФГУП ...,Маном...,АМУ-1...,3772-73,Без статуса,Извещение о непригодности,б/н,https://fgis.gost.ru/fundmetrology/registry/4/items/347326
"Манометры, поверенные в ЦАГИ",1115321213,216497,ЭКМ-1...,,,ФГУП ...,Маном...,ЭКМ-1...,4041-74,Без статуса,Извещение о непригодности,б/н,https://fgis.gost.ru/fundmetrology/registry/4/items/350545
"Манометры, поверенные в ЦАГИ",1115321214,474083,ЭКМ-1...,,,ФГУП ...,Маном...,ЭКМ-1...,4041-74,Без статуса,Извещение о непригодности,,https://fgis.gost.ru/fundmetrology/registry/4/items/350545
"Манометры, поверенные в ЦАГИ",1115321215,474050,ЭКМ-1...,,,ФГУП ...,Маном...,ЭКМ-1...,4041-74,Без статуса,Извещение о непригодности,б/н,https://fgis.gost.ru/fundmetrology/registry/4/items/350545
"Манометры, поверенные в ЦАГИ",1115321216,474058,ЭКМ-1...,,,ФГУП ...,Маном...,ЭКМ-1...,4041-74,Без статуса,Извещение о непригодности,б/н,https://fgis.gost.ru/fundmetrology/registry/4/items/350545
"Манометры, поверенные в ЦАГИ",1115321217,354468,ЭКМ-1...,,,ФГУП ...,Маном...,ЭКМ-1...,4041-74,Без статуса,Извещение о непригодности,б/н,https://fgis.gost.ru/fundmetrology/registry/4/items/350545
"Манометры, поверенные в ЦАГИ",1115353282,128-3,"ТМ, Т...",,,ФГУП ...,Маном...,"ТМ, Т...",25913-03,Без статуса,Извещение о непригодности,б/н,https://fgis.gost.ru/fundmetrology/registry/4/items/331772
"Манометры, поверенные в ЦАГИ",1115353283,128-4,"ТМ, Т...",,,ФГУП ...,Маном...,"ТМ, Т...",25913-03,Без статуса,Извещение о непригодности,б/н,https://fgis.gost.ru/fundmetrology/registry/4/items/331772
"Манометры, поверенные в ЦАГИ",1115353284,128-15,"ТМ, Т...",,,ФГУП ...,Маном...,"ТМ, Т...",25913-03,Без статуса,Извещение о непригодности,б/н,https://fgis.gost.ru/fundmetrology/registry/4/items/331772
"Манометры, поверенные в ЦАГИ",1115425147,354378,ЭКМ-1...,,,ФГУП ...,Маном...,ЭКМ-1...,4041-74,Без статуса,Извещение о непригодности,б/н,https://fgis.gost.ru/fundmetrology/registry/4/items/350545
"Манометры, поверенные в ЦАГИ",1115425148,81309,ЭКМ-1...,,,ФГУП ...,Маном...,ЭКМ-1...,4041-74,Без статуса,Извещение о непригодности,б/н,https://fgis.gost.ru/fundmetrology/registry/4/items/350545
"Манометры, поверенные в ЦАГИ",1115425149,510833,ЭКМ-1...,,,ФГУП ...,Маном...,ЭКМ-1...,4041-74,Без статуса,Извещение о непригодности,б/н,https://fgis.gost.ru/fundmetrology/registry/4/items/350545
"Манометры, поверенные в ЦАГИ",1115425150,49763,ЭКМ-1...,,,ФГУП ...,Маном...,ЭКМ-1...,4041-74,Без статуса,Извещение о непригодности,б/н,https://fgis.gost.ru/fundmetrology/registry/4/items/350545
"Манометры, поверенные в ЦАГИ",1115425151,529552,ЭКМ-1...,,,ФГУП ...,Маном...,ЭКМ-1...,4041-74,Без статуса,Извещение о непригодности,б/н,https://fgis.gost.ru/fundmetrology/registry/4/items/350545
"Манометры, поверенные в ЦАГИ",1115425712,624,"ТМ, Т...",,,ФГУП ...,Маном...,"ТМ, Т...",25913-03,Без статуса,Извещение о непригодности,б/н,https://fgis.gost.ru/fundmetrology/registry/4/items/331772
"Манометры, поверенные в ЦАГИ",1115425713,1024,"ТМ, Т...",,,ФГУП ...,Маном...,"ТМ, Т...",25913-03,Без статуса,Извещение о непригодности,,https://fgis.gost.ru/fundmetrology/registry/4/items/331772
"Манометры, поверенные в ЦАГИ",1115457193,128-13,"ТМ, Т...",,,ФГУП ...,Маном...,"ТМ, Т...",25913-03,Без статуса,Извещение о непригодности,б/н,https://fgis.gost.ru/fundmetrology/registry/4/items/331772
"Манометры, поверенные в ЦАГИ",1115470556,12731,ЭКМ-1...,,,ФГУП ...,Маном...,ЭКМ-1...,4041-74,Без статуса,Извещение о непригодности,б/н,https://fgis.gost.ru/fundmetrology/registry/4/items/350545
"Манометры, поверенные в ЦАГИ",1115477824,54016,"МТИ, ВТИ",,,ФГУП ...,Маном...,"МТИ, ВТИ",1844-63,Без статуса,Извещение о непригодности,б/н,https://fgis.gost.ru/fundmetrology/registry/4/items/319374
"Манометры, поверенные в ЦАГИ",1115509737,128-6,"ТМ, Т...",,,ФГУП ...,Маном...,"ТМ, Т...",25913-03,Без статуса,Извещение о непригодности,б/н,https://fgis.gost.ru/fundmetrology/registry/4/items/331772
"Манометры, поверенные в ЦАГИ",1115509739,128-16,"ТМ, Т...",,,ФГУП ...,Маном...,"ТМ, Т...",25913-03,Без статуса,Извещение о непригодности,б/н,https://fgis.gost.ru/fundmetrology/registry/4/items/331772
"Манометры, поверенные в ЦАГИ",1115509740,128-55,"ТМ, Т...",,,ФГУП ...,Маном...,"ТМ, Т...",25913-03,Без статуса,Извещение о непригодности,б/н,https://fgis.gost.ru/fundmetrology/registry/4/items/331772
"Манометры, поверенные в ЦАГИ",1115522069,7400,МО и ВО,,,ФГУП ...,Маном...,МО и ВО,20680-07,Без статуса,Извещение о непригодности,П.5.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/323270
"Манометры, поверенные в ЦАГИ",1115522070,26719,МО и ВО,,,ФГУП ...,Маном...,МО и ВО,20680-07,Без статуса,Извещение о непригодности,П.5.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/323270
"Манометры, поверенные в ЦАГИ",1115522071,97721,МО и ВО,,,ФГУП ...,Маном...,МО и ВО,20680-07,Без статуса,Извещение о непригодности,П.5.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/323270
"Манометры, поверенные в ЦАГИ",1115522072,96127,МО и ВО,,,ФГУП ...,Маном...,МО и ВО,20680-07,Без статуса,Извещение о непригодности,П.5.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/323270
"Манометры, поверенные в ЦАГИ",1115530177,144413,ЭКМ-1...,,,ФГУП ...,Маном...,ЭКМ-1...,4041-74,Без статуса,Извещение о непригодности,б/н,https://fgis.gost.ru/fundmetrology/registry/4/items/350545
"Манометры, поверенные в ЦАГИ",1115530178,120191,ЭКМ-1...,,,ФГУП ...,Маном...,ЭКМ-1...,4041-74,Без статуса,Извещение о непригодности,б/н,https://fgis.gost.ru/fundmetrology/registry/4/items/350545
"Манометры, поверенные в ЦАГИ",1115574907,20887,МО и ВО,,,ФГУП ...,Маном...,МО и ВО,20680-07,Без статуса,Извещение о непригодности,П.5.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/323270
"Манометры, поверенные в ЦАГИ",1115614795,128-56,"ТМ, Т...",,,ФГУП ...,Маном...,"ТМ, Т...",25913-03,Без статуса,Извещение о непригодности,б/н,https://fgis.gost.ru/fundmetrology/registry/4/items/331772
"Манометры, поверенные в ЦАГИ",1115627194,39617,МО и ВО,,,ФГУП ...,Маном...,МО и ВО,20680-07,Без статуса,Извещение о непригодности,П.5.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/323270
"Манометры, поверенные в ЦАГИ",1115627195,34781,МО и ВО,,,ФГУП ...,Маном...,МО и ВО,20680-07,Без статуса,Извещение о непригодности,П.5.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/323270
"Манометры, поверенные в ЦАГИ",1115627196,30675,МО и ВО,,,ФГУП ...,Маном...,МО и ВО,5768-67,Без статуса,Извещение о непригодности,П.5.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/370584
"Манометры, поверенные в ЦАГИ",1115627205,478461,ЭКМ-1...,,,ФГУП ...,Маном...,ЭКМ-1...,4041-74,Без статуса,Извещение о непригодности,б/н,https://fgis.gost.ru/fundmetrology/registry/4/items/350545
"Манометры, поверенные в ЦАГИ",1115635450,391400,ЭКМ-1...,,,ФГУП ...,Маном...,ЭКМ-1...,4041-74,Без статуса,Извещение о непригодности,б/н,https://fgis.gost.ru/fundmetrology/registry/4/items/350545
"Манометры, поверенные в ЦАГИ",1115635987,1124,"ТМ, Т...",,,ФГУП ...,Маном...,"ТМ, Т...",25913-03,Без статуса,Извещение о непригодности,б/н,https://fgis.gost.ru/fundmetrology/registry/4/items/331772
"Манометры, поверенные в ЦАГИ",1115687968,478687,ЭКМ-1...,,,ФГУП ...,Маном...,ЭКМ-1...,4041-74,Без статуса,Извещение о непригодности,б/н,https://fgis.gost.ru/fundmetrology/registry/4/items/350545
"Манометры, поверенные в ЦАГИ",1115687969,478832,ЭКМ-1...,,,ФГУП ...,Маном...,ЭКМ-1...,4041-74,Без статуса,Извещение о непригодности,б/н,https://fgis.gost.ru/fundmetrology/registry/4/items/350545
"Манометры, поверенные в ЦАГИ",1115687970,350338,ЭКМ-1...,,,ФГУП ...,Маном...,ЭКМ-1...,4041-74,Без статуса,Извещение о непригодности,,https://fgis.gost.ru/fundmetrology/registry/4/items/350545
"Манометры, поверенные в ЦАГИ",1115792637,25541,ЭКМ-1...,,,ФГУП ...,Маном...,ЭКМ-1...,4041-74,Без статуса,Извещение о непригодности,,https://fgis.gost.ru/fundmetrology/registry/4/items/350545
"Манометры, поверенные в ЦАГИ",1115823431,144040,"МП, В...",,,ФГУП ...,Маном...,"МП, В...",53902-13,Без статуса,Извещение о непригодности,б/н,https://fgis.gost.ru/fundmetrology/registry/4/items/366289
"Манометры, поверенные в ЦАГИ",1115823432,00204...,ДМ 05...,,,ФГУП ...,Маном...,ДМ 05...,47013-14,Без статуса,Извещение о непригодности,б/н,https://fgis.gost.ru/fundmetrology/registry/4/items/358186
