task,vri_id,mi_number,mi_modification,mi_manufactureYear,mi_Owner_name,org_title,mitypeTitle,mitypeType,mitypeNumber,vriType,result_doc_type,result_docnum,mitypeURL
"Манометры, поверенные в ЦАГИ",1173224226,01-К,,,,ФГУП ...,Маном...,P1454,55372-13,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/367941
"Манометры, поверенные в ЦАГИ",1173224227,02-К,,,,ФГУП ...,Маном...,P1454,55372-13,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/367941
"Манометры, поверенные в ЦАГИ",1173224228,03-К,,,,ФГУП ...,Маном...,P1454,55372-13,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/367941
"Манометры, поверенные в ЦАГИ",1173224229,04-К,,,,ФГУП ...,Маном...,P1454,55372-13,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/367941
"Манометры, поверенные в ЦАГИ",1173224230,05-К,,,,ФГУП ...,Маном...,P1454,55372-13,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/367941
"Манометры, поверенные в ЦАГИ",1173224231,06-К,,,,ФГУП ...,Маном...,P1454,55372-13,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/367941
"Манометры, поверенные в ЦАГИ",1173224232,07-К,,,,ФГУП ...,Маном...,P1454,55372-13,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/367941
"Манометры, поверенные в ЦАГИ",1173224233,08-К,,,,ФГУП ...,Маном...,P1454,55372-13,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/367941
"Манометры, поверенные в ЦАГИ",1173224234,09-К,,,,ФГУП ...,Маном...,P1454,55372-13,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/367941
"Манометры, поверенные в ЦАГИ",1173224235,220396,,,,ФГУП ...,Маном...,ОБМ1-...,1784-63,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/318216
"Манометры, поверенные в ЦАГИ",1173224239,50482,,,,ФГУП ...,Маном...,АМУ-1...,3772-73,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/347326
"Манометры, поверенные в ЦАГИ",1173224240,50513,,,,ФГУП ...,Маном...,АМУ-1...,3772-73,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/347326
"Манометры, поверенные в ЦАГИ",1173224243,1975688,,,,ФГУП ...,Маном...,МТП-1...,3255-72,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/340926
"Манометры, поверенные в ЦАГИ",1173224244,50647,,,,ФГУП ...,Маном...,"МТИ, ВТИ",1844-63,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/319374
"Манометры, поверенные в ЦАГИ",1173224245,88310,,,,ФГУП ...,Маном...,ЭКМ-1...,4041-74,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/350545
"Манометры, поверенные в ЦАГИ",1173224246,237719,,,,ФГУП ...,Маном...,ЭКМ-1...,4041-74,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/350545
"Манометры, поверенные в ЦАГИ",1173224247,30,,,,ФГУП ...,Маном...,МТ,3383-72,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/342541
"Манометры, поверенные в ЦАГИ",1173224248,1,,,,ФГУП ...,Маном...,МТ,3383-72,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/342541
"Манометры, поверенные в ЦАГИ",1173224249,131,,,,ФГУП ...,Маном...,МТ,3383-72,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/342541
"Манометры, поверенные в ЦАГИ",1173224250,27,,,,ФГУП ...,Маном...,МТ,3383-72,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/342541
"Манометры, поверенные в ЦАГИ",1173224251,32,,,,ФГУП ...,Маном...,МТ,3383-72,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/342541
"Манометры, поверенные в ЦАГИ",1173224252,10,,,,ФГУП ...,Маном...,МТ,3383-72,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/342541
"Манометры, поверенные в ЦАГИ",1173224253,419,,,,ФГУП ...,Маном...,МТ,3383-72,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/342541
"Манометры, поверенные в ЦАГИ",1173224254,295,,,,ФГУП ...,Маном...,МТ,3383-72,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/342541
"Манометры, поверенные в ЦАГИ",1173224255,83,,,,ФГУП ...,Маном...,МТ,3383-72,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/342541
"Манометры, поверенные в ЦАГИ",1173224256,1-829,,,,ФГУП ...,Маном...,МТ,3383-72,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/342541
"Манометры, поверенные в ЦАГИ",1173224257,34,,,,ФГУП ...,Маном...,МТ,3383-72,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/342541
"Манометры, поверенные в ЦАГИ",1173224258,20,,,,ФГУП ...,Маном...,МТ,3383-72,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/342541
"Манометры, поверенные в ЦАГИ",1173224259,25,,,,ФГУП ...,Маном...,МТ,3383-72,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/342541
"Манометры, поверенные в ЦАГИ",1173224260,223,,,,ФГУП ...,Маном...,МТ,3383-72,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/342541
"Манометры, поверенные в ЦАГИ",1173224268,К-04-В-I,,,,ФГУП ...,Маном...,"ТМ, Т...",25913-03,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/331772
"Манометры, поверенные в ЦАГИ",1173224269,К-04-...,,,,ФГУП ...,Маном...,"ТМ, Т...",25913-03,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/331772
"Манометры, поверенные в ЦАГИ",1173224270,К-01,,,,ФГУП ...,Маном...,"ТМ, Т...",25913-03,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/331772
"Манометры, поверенные в ЦАГИ",1173224271,01-Т,,,,ФГУП ...,Маном...,"ТМ, Т...",25913-03,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/331772
"Манометры, поверенные в ЦАГИ",1173224272,03-Т,,,,ФГУП ...,Маном...,"ТМ, Т...",25913-03,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/331772
"Манометры, поверенные в ЦАГИ",1173224273,К-02,,,,ФГУП ...,Маном...,"ТМ, Т...",25913-03,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/331772
"Манометры, поверенные в ЦАГИ",1173224274,К-03,,,,ФГУП ...,Маном...,"ТМ, Т...",25913-03,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/331772
"Манометры, поверенные в ЦАГИ",1173224399,54577,,,,ФГУП ...,Маном...,"МТИ, ВТИ",1844-63,Без статуса,Извещение о непригодности,,https://fgis.gost.ru/fundmetrology/registry/4/items/319374
"Манометры, поверенные в ЦАГИ",1173224420,232,,,,ФГУП ...,Маном...,МП3-У...,10135-88,Без статуса,Извещение о непригодности,,https://fgis.gost.ru/fundmetrology/registry/4/items/304273
"Манометры, поверенные в ЦАГИ",1173224421,2008,,,,ФГУП ...,Маном...,МП3-У...,10135-88,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/304273
"Манометры, поверенные в ЦАГИ",1173224422,1499258,,,,ФГУП ...,Маном...,МТП-1...,3255-72,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/340926
"Манометры, поверенные в ЦАГИ",1173224423,2788858,,,,ФГУП ...,Маном...,МТП-1...,3255-72,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/340926
"Манометры, поверенные в ЦАГИ",1173224424,035,,,,ФГУП ...,Маном...,"ТМ, Т...",25913-08,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/331774
"Манометры, поверенные в ЦАГИ",1173224425,100,,,,ФГУП ...,Маном...,KFM,25413-03,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/331027
"Манометры, поверенные в ЦАГИ",1173224426,101,,,,ФГУП ...,Маном...,KFM,25413-03,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/331027
"Манометры, поверенные в ЦАГИ",1173224427,102,,,,ФГУП ...,Маном...,KFM,25413-03,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/331027
"Манометры, поверенные в ЦАГИ",1173224428,103,,,,ФГУП ...,Маном...,KFM,25413-03,Без статуса,Извещение о непригодности,,https://fgis.gost.ru/fundmetrology/registry/4/items/331027
"Манометры, поверенные в ЦАГИ",1173224429,104,,,,ФГУП ...,Маном...,KFM,25413-03,Без статуса,Извещение о непригодности,,https://fgis.gost.ru/fundmetrology/registry/4/items/331027
"Манометры, поверенные в ЦАГИ",1173224430,105,,,,ФГУП ...,Маном...,KFM,25413-03,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/331027
"Манометры, поверенные в ЦАГИ",1173224431,106,,,,ФГУП ...,Маном...,KFM,25413-03,Без статуса,Извещение о непригодности,,https://fgis.gost.ru/fundmetrology/registry/4/items/331027
"Манометры, поверенные в ЦАГИ",1173224432,107,,,,ФГУП ...,Маном...,KFM,25413-03,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/331027
"Манометры, поверенные в ЦАГИ",1173224433,108,,,,ФГУП ...,Маном...,KFM,25413-03,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/331027
"Манометры, поверенные в ЦАГИ",1173224434,112,,,,ФГУП ...,Маном...,"ТМ, Т...",25913-03,Без статуса,Извещение о непригодности,,https://fgis.gost.ru/fundmetrology/registry/4/items/331772
"Манометры, поверенные в ЦАГИ",1173224435,113,,,,ФГУП ...,Маном...,МП3-У...,10135-88,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/304273
"Манометры, поверенные в ЦАГИ",1173224436,002121,,,,ФГУП ...,Маном...,МП-Уф...,43902-14,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/354679
"Манометры, поверенные в ЦАГИ",1173224437,002076,,,,ФГУП ...,Маном...,МП-Уф...,43902-14,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/354679
"Манометры, поверенные в ЦАГИ",1173224438,002079,,,,ФГУП ...,Маном...,МП-Уф...,43902-14,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/354679
"Манометры, поверенные в ЦАГИ",1173224439,002007,,,,ФГУП ...,Маном...,МП-Уф...,43902-14,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/354679
"Манометры, поверенные в ЦАГИ",1173224440,1482921,,,,ФГУП ...,Маном...,МТП-1...,3255-72,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/340926
"Манометры, поверенные в ЦАГИ",1173224441,806874,,,,ФГУП ...,Маном...,МТП-1...,3255-72,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/340926
"Манометры, поверенные в ЦАГИ",1173224442,907372,,,,ФГУП ...,Маном...,МТП-1...,3255-72,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/340926
"Манометры, поверенные в ЦАГИ",1173224443,1128334,,,,ФГУП ...,Маном...,ОБМ1-...,1778-63,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/318127
"Манометры, поверенные в ЦАГИ",1173224444,2354144,,,,ФГУП ...,Маном...,ОБМ1-...,1778-63,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/318127
"Манометры, поверенные в ЦАГИ",1173224445,2627750,,,,ФГУП ...,Маном...,ОБМ1-...,1778-63,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/318127
"Манометры, поверенные в ЦАГИ",1173224446,1156,,,,ФГУП ...,Маном...,МП3-У...,10135-88,Без статуса,Извещение о непригодности,,https://fgis.gost.ru/fundmetrology/registry/4/items/304273
"Манометры, поверенные в ЦАГИ",1173648929,124245,,,,ФГУП ...,Маном...,"МТИ, ВТИ",1844-63,Без статуса,Извещение о непригодности,П.3.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/319374
"Манометры, поверенные в ЦАГИ",1173648930,2488,,,,ФГУП ...,Маном...,"МТИ, ВТИ",1844-63,Без статуса,Извещение о непригодности,П.3.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/319374
"Манометры, поверенные в ЦАГИ",1173648931,26455,,,,ФГУП ...,Маном...,"МТИ, ВТИ",1844-63,Без статуса,Извещение о непригодности,П.3.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/319374
"Манометры, поверенные в ЦАГИ",1173648932,81054,,,,ФГУП ...,Маном...,"МТИ, ВТИ",1844-63,Без статуса,Извещение о непригодности,П.3.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/319374
"Манометры, поверенные в ЦАГИ",1173648933,14051,,,,ФГУП ...,Маном...,"МТИ, ВТИ",1844-63,Без статуса,Извещение о непригодности,П.3.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/319374
"Манометры, поверенные в ЦАГИ",1173648934,71325,,,,ФГУП ...,Маном...,"МТИ, ВТИ",1844-63,Без статуса,Извещение о непригодности,П.3.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/319374
"Манометры, поверенные в ЦАГИ",1173648935,47084,,,,ФГУП ...,Маном...,"МТИ, ВТИ",1844-63,Без статуса,Извещение о непригодности,П.3.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/319374
"Манометры, поверенные в ЦАГИ",1173648938,53920,,,,ФГУП ...,Маном...,"МТИ, ВТИ",1844-63,Без статуса,Извещение о непригодности,П.3.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/319374
"Манометры, поверенные в ЦАГИ",1173648939,9808,,,,ФГУП ...,Маном...,"МТИ, ВТИ",1844-63,Без статуса,Извещение о непригодности,П.3.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/319374
"Манометры, поверенные в ЦАГИ",1173648940,45804,,,,ФГУП ...,Маном...,"МТИ, ВТИ",1844-63,Без статуса,Извещение о непригодности,П.3.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/319374
"Манометры, поверенные в ЦАГИ",1173648947,33к001,,,,ФГУП ...,Маном...,МП3-У...,10135-88,Без статуса,Извещение о непригодности,П.3.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/304273
"Манометры, поверенные в ЦАГИ",1173648948,33к002,,,,ФГУП ...,Маном...,МП3-У...,10135-88,Без статуса,Извещение о непригодности,П.3.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/304273
"Манометры, поверенные в ЦАГИ",1173648949,33к003,,,,ФГУП ...,Маном...,МП3-У...,10135-88,Без статуса,Извещение о непригодности,П.3.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/304273
"Манометры, поверенные в ЦАГИ",1173648950,33к004,,,,ФГУП ...,Маном...,МП3-У...,10135-88,Без статуса,Извещение о непригодности,П.3.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/304273
"Манометры, поверенные в ЦАГИ",1173648976,117010,,,,ФГУП ...,Маном...,ОБМ1-...,1784-63,Без статуса,Извещение о непригодности,П.3.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/318216
"Манометры, поверенные в ЦАГИ",1173648977,129077,,,,ФГУП ...,Маном...,ОБМ1-...,1784-63,Без статуса,Извещение о непригодности,П.3.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/318216
"Манометры, поверенные в ЦАГИ",1173648978,1384327,,,,ФГУП ...,Маном...,ОБМ1-...,1784-63,Без статуса,Извещение о непригодности,П.3.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/318216
"Манометры, поверенные в ЦАГИ",1173648979,130219,,,,ФГУП ...,Маном...,ОБМ1-...,1784-63,Без статуса,Извещение о непригодности,П.3.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/318216
"Манометры, поверенные в ЦАГИ",1173648980,779725,,,,ФГУП ...,Маном...,ОБМ1-...,1784-63,Без статуса,Извещение о непригодности,П.3.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/318216
"Манометры, поверенные в ЦАГИ",1173648981,2148868,,,,ФГУП ...,Маном...,ОБМ1-...,1784-63,Без статуса,Извещение о непригодности,П.3.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/318216
"Манометры, поверенные в ЦАГИ",1173648982,837757,,,,ФГУП ...,Маном...,ОБМ1-...,1784-63,Без статуса,Извещение о непригодности,П.3.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/318216
"Манометры, поверенные в ЦАГИ",1173648983,1386980,,,,ФГУП ...,Маном...,ОБМ1-...,1784-63,Без статуса,Извещение о непригодности,П.3.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/318216
"Манометры, поверенные в ЦАГИ",1173648984,37883,,,,ФГУП ...,Маном...,ЭКМ-1...,4041-74,Без статуса,Извещение о непригодности,П.3.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/350545
"Манометры, поверенные в ЦАГИ",1173648985,54302,,,,ФГУП ...,Маном...,ОБМ1-...,1784-63,Без статуса,Извещение о непригодности,П.3.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/318216
"Манометры, поверенные в ЦАГИ",1173648986,255906,,,,ФГУП ...,Маном...,ЭКМ-1...,4041-74,Без статуса,Извещение о непригодности,П.3.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/350545
"Манометры, поверенные в ЦАГИ",1173648987,128-55,,,,ФГУП ...,Маном...,"ТМ, Т...",25913-03,Без статуса,Извещение о непригодности,П.3.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/331772
"Манометры, поверенные в ЦАГИ",1173648988,128-56,,,,ФГУП ...,Маном...,"ТМ, Т...",25913-03,Без статуса,Извещение о непригодности,П.3.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/331772
"Манометры, поверенные в ЦАГИ",1173648989,0495,,,,ФГУП ...,Маном...,"МТИ, ВТИ",1844-63,Без статуса,Извещение о непригодности,П.3.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/319374
"Манометры, поверенные в ЦАГИ",1173648990,0496,,,,ФГУП ...,Маном...,"МТИ, ВТИ",1844-63,Без статуса,Извещение о непригодности,П.3.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/319374
"Манометры, поверенные в ЦАГИ",1173648991,0497,,,,ФГУП ...,Маном...,"МТИ, ВТИ",1844-63,Без статуса,Извещение о непригодности,П.3.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/319374
"Манометры, поверенные в ЦАГИ",1173648997,128-16,,,,ФГУП ...,Маном...,"ТМ, Т...",25913-03,Без статуса,Извещение о непригодности,П.3.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/331772
"Манометры, поверенные в ЦАГИ",1173648998,128-4,,,,ФГУП ...,Маном...,"ТМ, Т...",25913-03,Без статуса,Извещение о непригодности,П.3.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/331772
"Манометры, поверенные в ЦАГИ",1173648999,128-3,,,,ФГУП ...,Маном...,"ТМ, Т...",25913-03,Без статуса,Извещение о непригодности,П.3.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/331772
"Манометры, поверенные в ЦАГИ",1173649000,128-15,,,,ФГУП ...,Маном...,"ТМ, Т...",25913-03,Без статуса,Извещение о непригодности,П.3.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/331772
"Манометры, поверенные в ЦАГИ",1173649001,128-5,,,,ФГУП ...,Маном...,"ТМ, Т...",25913-03,Без статуса,Извещение о непригодности,П.3.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/331772
"Манометры, поверенные в ЦАГИ",1173649002,128-13,,,,ФГУП ...,Маном...,"ТМ, Т...",25913-03,Без статуса,Извещение о непригодности,П.3.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/331772
"Манометры, поверенные в ЦАГИ",1173649003,128-14,,,,ФГУП ...,Маном...,"ТМ, Т...",25913-03,Без статуса,Извещение о непригодности,П.3.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/331772
"Манометры, поверенные в ЦАГИ",1173649004,128-6,,,,ФГУП ...,Маном...,"ТМ, Т...",25913-03,Без статуса,Извещение о непригодности,П.3.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/331772
"Манометры, поверенные в ЦАГИ",1173649020,0002,,,,ФГУП ...,Маном...,МО и ВО,20680-07,Без статуса,Извещение о непригодности,П.3.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/323270
"Манометры, поверенные в ЦАГИ",1173649054,14254,,,,ФГУП ...,Маном...,"МО, ВО",5768-76,Без статуса,Извещение о непригодности,П.3.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/370585
"Манометры, поверенные в ЦАГИ",1173649055,14256,,,,ФГУП ...,Маном...,"МО, ВО",5768-76,Без статуса,Извещение о непригодности,П.3.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/370585
"Манометры, поверенные в ЦАГИ",1173649056,14294,,,,ФГУП ...,Маном...,"МО, ВО",5768-76,Без статуса,Извещение о непригодности,П.3.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/370585
"Манометры, поверенные в ЦАГИ",1173649057,31795,,,,ФГУП ...,Маном...,"МО, ВО",5768-76,Без статуса,Извещение о непригодности,П.3.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/370585
"Манометры, поверенные в ЦАГИ",1173782386,1205757,,,,ФГУП ...,Маном...,МЦП-1...,40100-08,Без статуса,Извещение о непригодности,,https://fgis.gost.ru/fundmetrology/registry/4/items/350199
"Манометры, поверенные в ЦАГИ",1173782387,1110391,,,,ФГУП ...,Маном...,МЦП-1...,40100-08,Без статуса,Извещение о непригодности,П.2.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/350199
"Манометры, поверенные в ЦАГИ",1173782388,1110392,,,,ФГУП ...,Маном...,МЦП-1...,40100-08,Без статуса,Извещение о непригодности,П.2.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/350199
"Манометры, поверенные в ЦАГИ",1174436188,11488,,,,ФГУП ...,Маном...,МО и ВО,20680-07,Без статуса,Извещение о непригодности,П.5.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/323270
"Манометры, поверенные в ЦАГИ",1174436189,49732,,,,ФГУП ...,Маном...,МО и ВО,20680-07,Без статуса,Извещение о непригодности,П.5.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/323270
"Манометры, поверенные в ЦАГИ",1174436190,13300...,,,,ФГУП ...,Маном...,МО,490-50,Без статуса,Извещение о непригодности,П.5.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/360574
"Манометры, поверенные в ЦАГИ",1174436191,11932,,,,ФГУП ...,Маном...,МО и ВО,20680-07,Без статуса,Извещение о непригодности,П.5.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/323270
"Манометры, поверенные в ЦАГИ",1174436192,49745,,,,ФГУП ...,Маном...,МО и ВО,20680-07,Без статуса,Извещение о непригодности,,https://fgis.gost.ru/fundmetrology/registry/4/items/323270
"Манометры, поверенные в ЦАГИ",1174436193,36932,,,,ФГУП ...,Маном...,МО и ВО,20680-07,Без статуса,Извещение о непригодности,П.5.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/323270
"Манометры, поверенные в ЦАГИ",1174436194,20887,,,,ФГУП ...,Маном...,МО и ВО,20680-07,Без статуса,Извещение о непригодности,П.5.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/323270
"Манометры, поверенные в ЦАГИ",1174436195,8409,,,,ФГУП ...,Маном...,МО,490-50,Без статуса,Извещение о непригодности,П.5.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/360574
"Манометры, поверенные в ЦАГИ",1174436196,56035,,,,ФГУП ...,Маном...,МО,490-50,Без статуса,Извещение о непригодности,П.5.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/360574
"Манометры, поверенные в ЦАГИ",1174436197,198,,,,ФГУП ...,Маном...,МО,490-50,Без статуса,Извещение о непригодности,П.5.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/360574
"Манометры, поверенные в ЦАГИ",1174436198,57589,,,,ФГУП ...,Маном...,МО,490-50,Без статуса,Извещение о непригодности,П.5.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/360574
"Манометры, поверенные в ЦАГИ",1174436199,24900,,,,ФГУП ...,Маном...,"МТИ, ВТИ",1844-63,Без статуса,Извещение о непригодности,,https://fgis.gost.ru/fundmetrology/registry/4/items/319374
"Манометры, поверенные в ЦАГИ",1174436200,53908,,,,ФГУП ...,Маном...,"МТИ, ВТИ",1844-63,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/319374
"Манометры, поверенные в ЦАГИ",1174436201,0001,,,,ФГУП ...,Маном...,МО и ВО,20680-07,Без статуса,Извещение о непригодности,П.5.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/323270
"Манометры, поверенные в ЦАГИ",1174436202,0002,,,,ФГУП ...,Маном...,МО и ВО,20680-07,Без статуса,Извещение о непригодности,П.5.3...,https://fgis.gost.ru/fundmetrology/registry/4/items/323270
"Манометры, поверенные в ЦАГИ",1174436203,0496,,,,ФГУП ...,Маном...,"МТИ, ВТИ",1844-63,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/319374
"Манометры, поверенные в ЦАГИ",1174436204,0497,,,,ФГУП ...,Маном...,"МТИ, ВТИ",1844-63,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/319374
"Манометры, поверенные в ЦАГИ",1174436205,216059,,,,ФГУП ...,Маном...,ЭКМ-1...,4041-74,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/350545
"Манометры, поверенные в ЦАГИ",1174436206,173129,,,,ФГУП ...,Маном...,ЭКМ-1...,4041-74,Без статуса,Извещение о непригодности,нет д...,https://fgis.gost.ru/fundmetrology/registry/4/items/350545
